ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001231428-26-000001	2885040	Common Stock, par value $0.001 per share				56868.0				D			
0001870552-26-000001	2885162	Common Stock, par value $0.001 per share				0.0				D			
0001523497-26-000002	2884982	Common Stock, par value $0.001 per share				0.0				D			
0001832048-26-000002	2885407	Common Stock, par value $0.001 per share				50155.0				D			
0002088602-26-000002	2885011	Common Stock, par value $0.001 per share				31617.0				D			
0001612667-26-000002	2885423	Common Stock, par value $0.001 per share				31617.0				D			
0002085764-26-000002	2885228	Common Stock, par value $0.001 per share				39256.0				D			
0002125050-26-000001	2885191	Ordinary Shares				8962000.0	F1			D			
0002125050-26-000001	2885190	Ordinary Shares				4979000.0				D			
0001185185-26-001175	2885153	Class A ordinary share				25000.0				D			
0001185185-26-001174	2885244	Class A ordinary share				25000.0				D			
0001185185-26-001170	2885613	Class A ordinary share				290660.0				D			
0001185185-26-001169	2885525	Class A ordinary share				200.0				D			
0001213900-26-036904	2885569	Ordinary Shares				3049912.0				I			
0001213900-26-036904	2885568	Ordinary Shares				1895910.0				D		By Spouse's Entity	F1
0001213900-26-036899	2884921	American Depositary Shares (ADS)	F1			150137.0				D	F2		
0001104659-26-037373	2885576	American Depositary Shares	F1			15000.0				D			
0001975035-26-000006	2885323	Bank of N.T. Butterfield & Son Ltd				13235.0				D			
0001213900-26-036868	2885408	Ordinary Shares				15750000.0	F1			D			
0001213900-26-036856	2885515	Class A Ordinary Shares				3556.0	F1			D			
0001213900-26-036855	2885056	Class A Ordinary Shares				9472.0	F1			D			
0001213900-26-036849	2885266	Class A Ordinary Shares				738315.0				D		See footnote	F1
0001213900-26-036849	2885267	Class A Ordinary Shares				323276.0				I		See footnote	F2
0001213900-26-036849	2885268	Class A Ordinary Shares				70000.0				I			
0001213900-26-036846	2885646	Class A Ordinary Shares				2946206.0				I		See footnote	F1
0002123040-26-000001	2885476	common share				201452.0				D			
0001493152-26-013781	2885068	Ordinary Shares				431250.0				D			
0001493152-26-013780	2885389	Ordinary Shares				1050000.0				D			
0001493152-26-013783	2885141	Ordinary Shares				412500.0				D			
0001104659-26-037341	2885200	American Depositary Shares	F1			353850.0				D		By BINLIGHT PTE. LTD.	F2
0001104659-26-037341	2885201	American Depositary Shares	F1			33333.0				I			
0001104659-26-037334	2885220	American depositary shares	F1			29000.0				D			
0001104659-26-037330	2885083	American depositary shares	F1			30250.0				D			
0001213900-26-036806	2885058	Ordinary Shares				9020.0				D			
0001213900-26-036806	2885059	Ordinary Shares				27059.0	F1			D			
0001213900-26-036805	2885649	Ordinary Shares				1041.0	F2			D			
0001213900-26-036805	2885648	Ordinary Shares				500.0	F1			D			
0001213900-26-036805	2885647	Ordinary Shares				2961.0				D			
0001213900-26-036805	2885650	Ordinary Shares				19976.0	F3			D			
0001213900-26-036804	2885157	Ordinary Shares				1548.0				D			
0001213900-26-036804	2885159	Ordinary Shares				385.0	F2			D			
0001213900-26-036804	2885158	Ordinary Shares				1165.0	F1			D			
0001104659-26-037328	2885326	Class A ordinary shares				15590710.0				I		Held by Mount Bonnell Ltd., a BVI company wholly owned by the reporting person's spouse	
0001104659-26-037328	2885324	American depositary shares	F1			225125.0				I		Held by LEFT BK Holdings Ltd., a BVI company wholly owned by the reporting person	
0001104659-26-037328	2885325	Class A ordinary shares				17663915.0				I		Held by LEFT BK Holdings Ltd., a BVI company wholly owned by the reporting person	
0001213900-26-036803	2885424	Ordinary Shares				22818.0				D			
0001213900-26-036803	2885425	Ordinary Shares				2083.0	F1			D			
0001213900-26-036803	2885426	Ordinary Shares				44705.0	F2			D			
0001213900-26-036802	2885217	Ordinary Shares				1674.0				D			
0001213900-26-036802	2885218	Ordinary Shares				1481.0	F1			D			
0001213900-26-036801	2885120	Ordinary Shares				2000.0	F1			D			
0001213900-26-036801	2885121	Ordinary Shares				2291.0	F2			D			
0001213900-26-036801	2885119	Ordinary Shares				31502.0				D			
0001213900-26-036801	2885122	Ordinary Shares				416.0	F3			D			
0001213900-26-036801	2885123	Ordinary Shares				76470.0	F4			D			
0001104659-26-037323	2885227	American depositary shares	F1			29000.0				D			
0001213900-26-036800	2885009	Ordinary Shares				750.0				D			
0001213900-26-036800	2885010	Ordinary Shares				5250.0	F1			D			
0001104659-26-037319	2885209	American depositary shares	F1			267187.0				I		Held by JYLu Holdings Ltd., a BVI company wholly owned by the reporting person	
0001104659-26-037319	2885211	Class A ordinary shares				28738439.0				I			
0001104659-26-037319	2885210	American depositary shares	F1			519299.0				D		Held by JYLu Holdings Ltd., a BVI company wholly owned by the reporting person	
0001213900-26-036798	2885167	Ordinary Shares				2370.0	F1			D			
0001213900-26-036798	2885166	Ordinary Shares				1185.0				D			
0001213900-26-036795	2884947	Ordinary Shares				1200.0				D			
0001213900-26-036795	2884948	Ordinary Shares				1633.0	F1			D			
0001213900-26-036793	2885109	Class B Ordinary Shares				30.0				D			
0001213900-26-036792	2885415	Ordinary Shares				17235.0				D			
0001213900-26-036792	2885417	Ordinary Shares				44705.0	F2			D			
0001213900-26-036792	2885416	Ordinary Shares				2000.0	F1			D			
0001104659-26-037314	2885044	American depositary shares	F1			195317.0	F1			I		Held by CFLIU Holdings Ltd., a BVI company wholly owned by the reporting person	
0001104659-26-037314	2885045	American depositary shares				19065.0				D		Held by CFLIU Holdings Ltd., a BVI company wholly owned by the reporting person	
0001104659-26-037314	2885046	Class A ordinary shares				11377901.0				I			
0001104659-26-037311	2884910	Common Share				9360000.0				I		See Note	F1
0001213900-26-036774	2885076	American Depositary Shares	F1			7974.0				D			
0001213900-26-036774	2885077	Restricted Share Units	F2			319.0				D			
0001973372-26-000013	2885506	Class A Ordinary Shares				390001.0	F1			I		Held by XIAOLINGO INVESTMENT CO., LTD	F2
0001104659-26-037288	2885562	Ordinary shares				143190.0				D			
0001104659-26-037288	2885563	American depositary shares	F1			41763.0				D			
0001493152-26-013738	2885199	Class B Ordinary Shares				7823713.0				D			
0001104659-26-037264	2885406	RSU Shares (BDMD)				91545.0				D			
0001213900-26-036753	2885504	Ordinary Shares				22679986.0				D			
0001213900-26-036748	2885252	Ordinary Shares				644247.0				D			
0002114025-26-000002	2885230	Common Shares (2330.TW)				4000.0				I		By Spouse	
0002114025-26-000002	2885229	Common Shares (2330.TW)				53.0	F2			I		By ESPP Trust	
0002113762-26-000002	2885066	Common Shares (2330.TW)				6201.0	F2			I		By ESPP Trust	
0002113762-26-000002	2885067	Common Shares (2330.TW)				10581.0	F3			I		By LTI Trust	
0002124606-26-000005	2885392	Ordinary Shares				1000.0				D			
0001213900-26-036729	2885627	Ordinary Shares				60000.0				D			
0000895345-26-000116	2885429	CPOs	F1			612573.0				D			
0000895345-26-000115	2884967	CPOs	F1			608900.0				D			
0001213900-26-036720	2885260	Class B Ordinary Shares				3602332.0				D			
0001213900-26-036720	2885259	Class A Ordinary Shares				743397.0				I		By EBA Holdings S.A.	
0001213900-26-036717	2885163	Class A Ordinary Shares				743397.0				I		By EBA Holdings S.A.	
0001213900-26-036717	2885164	Class B Ordinary Shares				3651719.0				D			
0001213900-26-036716	2885358	Class B Ordinary Shares				6311649.0				D			
0001213900-26-036716	2885357	Class A Ordinary Shares				15255538.0				I		By EBA Holdings S.A.	
0001437749-26-010455	2885336	Common Stock Holding				995000.0				I		Bobby and Melissa Frist Children's 2012 GST-Exempt Trust	
0001437749-26-010455	2885330	Common Stock Holding				10000.0				I		The Carolyn Marie Frist 2005 Vested Trust	
0001437749-26-010455	2885331	Common Stock Holding				10000.0				I		The Eleanor Knox Frist 2005 Vested Trust	
0001437749-26-010455	2885332	Common Stock Holding				18335.0				I		Louise Trust u/a/d 08-16-2007	
0001437749-26-010455	2885333	Common Stock Holding				18334.0				I		Merriman Trust u/a/d 08-16-2007	
0001437749-26-010455	2885334	Common Stock Holding				18334.0				I		Marie Trust u/a/d 08-16-2007	
0001437749-26-010455	2885335	Common Stock Holding				18334.0				I		Knox Trust u/a/d 08-16-2007	
0001753926-26-000582	2885282	Common Stock				325958.0	F1			I	F2	See footnotes	F1, F2
0001493152-26-013706	2885284	Ordinary Shares				10000.0				D			
0001214659-26-004039	2884934	Class A Common Stock				229.16	F3			I		By 401(k) Plan	
0001214659-26-004038	2885114	Class A Common Stock				59.32	F3			I		By 401(k) Plan	
0001214659-26-004036	2885221	Class A Common Stock				65.77	F3			I		By 401(k) Plan	
0001214659-26-004035	2885548	Class A Common Stock				157.79	F3			I		By 401(k) Plan	
0001214659-26-004034	2885208	Class A Common Stock				2132.36	F3			I		By 401(k) Plan	
0001214659-26-004033	2885577	Class A Common Stock				179.36	F3			I		By 401(k) Plan	
0001214659-26-004031	2885249	Class A Common Stock				2015.88	F3			I		By 401(k) Plan	
0001720742-26-000006	2885383	Common Stock				3603.94				I		By 401(k)	
0001720742-26-000006	2885382	Common Stock				5882.0				I		By LLC	
0001231919-26-000297	2885534	Ordinary Shares				28815.0				I		See footnotes	F8, F7
0001628280-26-022185	2885603	Common Stock				218907.0				I		Held by spouse	F1
0001628280-26-022185	2885604	Common Stock				180400.0				I		See footnote	F2
0000921895-26-000838	2885622	Common Stock	F1			905.0				D			
0000921895-26-000836	2885467	Common Stock, $0.01 par value	F1			39522821.0				D	F2		
0001493152-26-013704	2885378	Common Stock				103550.0				I		By 8 Consulting LLC	F1
0001207407-26-000007	2885102	Common Stock				122073.0				I		By Trust	F3
0001628280-26-022168	2885570	BD Units				33000.0	F1			D			
0001668279-26-000002	2885598	Common Stock				32767.0				I		By Trust	F4
0001399121-26-000004	2885441	Common Stock				5959.0	F3			D			
0001140361-26-012052	2885219	Common Units				500.0				D			
0001193125-26-132683	2885347	Class A Common Shares				106.0				D			
0001193125-26-132683	2885348	Class A-2 Common Shares				50000.0	F1			D			
0001193125-26-132680	2885501	Common Stock				3271862.0				D			
0001776485-26-000006	2885341	Series A Non-Cumulative Perpetual Preferred Stock				50.0				D			
0001469085-26-000006	2885631	Common Stock				38000.0				I		By LLC (see footnote)	F4
0001469085-26-000006	2885630	Common Stock				5200.0				I		By 401k (see footnote)	F3
0001469085-26-000006	2885629	Common Stock				539785.0				I		By spouse	
0001469085-26-000006	2885628	Common Stock				48481.0				D		By LP (see footnote)	F2
0001469085-26-000006	2885632	Common Stock				19000.0				I			
0001231409-26-000007	2885596	Common Stock				2201.0				I		Spouse IRA	
0001231409-26-000007	2885595	Common Stock				14034.0				I		401(k) & Profit Sharing Plan	
0001193125-26-132625	2885316	Common Stock				1145830.0				I		By Thieneman Construction, Inc.	
0001871800-26-000003	2885137	Class A Common Stock				5500.0				I		By Spouse	F8
0001104659-26-037056	2884986	American Depositary Security	F1			1642.0				D			
0001829864-26-000059	2885356	Class A Common Stock				140553.0				I		See Footnote	F5
0001829864-26-000059	2885355	Class A Common Stock				1193789.0				I		See Footnote	F4
0001829864-26-000059	2885354	Class A Common Stock				1118321.0				I		See Footnote	F3
0001829864-26-000057	2885361	Class A Common Stock				1118320.0				I		See Footnote	F4
0001829864-26-000057	2885362	Class A Common Stock				129936.0				I		See Footnote	F5
0001829864-26-000057	2885360	Class A Common Stock				1204407.0				I		See Footnote	F3
0001628280-26-022135	2885614	Common Stock				85959.0				I		By DJM Grantor Retained Annuity Trust No. 5	F9
0001628280-26-022135	2885616	Common Stock				44323.0				I		By DJM Grantor Retained Annuity Trust No. 7	F11
0001628280-26-022135	2885615	Common Stock				18718.0				I		By DJM Grantor Retained Annuity Trust No. 6	F10
0001193125-26-132419	2885279	Common Stock				1000.0				I		By Spouse	
0002015712-26-000002	2885477	Common Stock				30191.65	F1			D			
0001879243-26-000002	2885582	Common Stock				16648.22	F1			D			
0002052517-26-000002	2885379	Common Stock				565.03	F1			D			
0002006198-26-000003	2885188	Common Stock				19667.75	F1			D			
0001193125-26-132331	2885297	Common Stock				3000.0	F1			D			
0001178913-26-001894	2885148	Ordinary Shares				463.0				D			
0001178913-26-001892	2885206	Ordinary Shares				27744.0				D	F1		
0001214659-26-004007	2885344	Class A Common Stock				179.36				I		By 401(k) plan	F3
0001123292-26-000516	2885172	Common Shares				390218.0				I		By Saleb II Founder 1 LLC	F4
0001193125-26-132244	2885440	Class A Common Stock				500.0				I			
0001193125-26-132244	2885439	Class A Common Stock				500.0				I		By Child	
0001193125-26-132244	2885438	Class A Common Stock				500.0				I		By Child	
0001193125-26-132244	2885437	Class A Common Stock				500.0				I		By Child	
0001193125-26-132244	2885436	Class A Common Stock				15625.0				D		By Child	
0001178913-26-001890	2885248	Ordinary Shares, 0.1 NIS per share				3705000.0				D			
0001178913-26-001889	2885283	Ordinary Shares				25389.0				D	F1		
0001178913-26-001888	2885094	Ordinary Shares				62092.0				D	F1		
0001838805-26-000006	2885313	Common Stock				5269.5				I		By ESOP	
0001178913-26-001887	2885055	Ordinary Shares				53289.0				D	F1		
0001178913-26-001886	2885088	Ordinary Shares				62092.0				D	F1		
0001178913-26-001885	2884993	Ordinary Shares				24331.0				D	F1		
0001968192-26-000007	2885454	Depositary Shares, 1/40 interest in Series B Preferred Stock	F3			3350.0				D			
0000352915-26-000041	2885291	Class B Common Stock				9418.0				I		Abby Miller King 2024 GRAT	
0000352915-26-000041	2885292	Class B Common Stock				24295.0				I		Abby Miller King 2025 GRAT	
0000352915-26-000041	2885293	Class B Common Stock				13963.0				I		Marc Daniel Miller 2024 GRAT	
0000352915-26-000041	2885288	Class B Common Stock				8623.0				I		The Alan and Jill Miller           Foundation	F2
0000352915-26-000041	2885294	Class B Common Stock				24295.0				I		Marc Daniel Miller 2025 GRAT	
0000352915-26-000041	2885287	Class B Common Stock				55763.0				I		By The Abby Miller King           2011 Family Trust	
0000352915-26-000041	2885296	Class B Common Stock				24295.0				I		Marni Spencer 2025 GRAT	
0000352915-26-000041	2885295	Class B Common Stock				9418.0				I		Marni Spencer 2024 GRAT	
0000352915-26-000041	2885290	Class B Common Stock				55763.0				I		The Marni Spencer 2011           Family Trust	
0000352915-26-000041	2885289	Class B Common Stock				59900.0				I		The Marc Daniel Miller           2011 Family Trust	
0001368618-26-000004	2885388	Common Stock				383119.0				I		See footnote	F2
0001368618-26-000004	2885387	Common Stock				904.0				I		By Spouse	
0001368618-26-000004	2885386	Common Stock				107526.0				I		See footnote	F1
0001193125-26-132171	2885338	Common Stock				0.0				D			
0002122838-26-000002	2885530	Common Stock				3895.0	F1			D			
0000352915-26-000040	2885308	Class B Common Stock				55763.0				I		The Abby Miller King 2011 Family Trust	
0000352915-26-000040	2885309	Class B Common Stock				36988.0				I		The Marc Daniel Miller 2002 Trust	
0000352915-26-000040	2885310	Class B Common Stock				59900.0				I		The Marc Daniel Miller 2011 Family Trust	
0000352915-26-000040	2885311	Class B Common Stock				69726.0				I		The Marni Spencer 2002 Trust	
0000352915-26-000040	2885312	Class B Common Stock				55763.0				I		The Marni Spencer 2011 Family Trust	
0000352915-26-000040	2885307	Class B Common Stock				49294.0				I		The Abby Danielle Miller 2002 Trust	
0001140361-26-012033	2885600	Common Units				15595000.0	F1			I		See footnote	F1
0001140361-26-012033	2885601	General Partner Units				35526.0	F2			I		See footnote	F2
0001193125-26-132164	2885108	Common Stock				43434.0				I		See footnote	F2
0000352915-26-000039	2885069	Class B Common Stock				80500.0				I		The Betsy H. Filton 2020 Irrevocable Trust	
0000352915-26-000039	2885070	Class B Common Stock				80500.0				I		The Steve G. Filton 2020 Irrevocable Trust	
0001213900-26-036525	2885138	Common Stock				17917958.0				D			
0001828108-26-000028	2885064	Class A Common Stock				79873.0				I		Held by The Maday Irrevocable Gift Trust F/B/O Samantha L. Maday	F2
0001828108-26-000028	2885063	Class A Common Stock				79874.0				I		Held by The Maday Irrevocable Gift Trust F/B/O Blake J. Maday	F2
